ScenarioId,QuestionId,Question,Answer
1,23,"What was Bea Lindqvist's age?

A) 48
B) 31
C) 52
D) 44

Answer with a single letter only.",B
1,24,"Where was Bea Lindqvist at the material time?

A) The comms room
B) Asleep in his berth
C) The ice core store
D) The generator room

Answer with a single letter only.",A
1,25,"What was Ama Osei's role in the case?

A) Rival glaciologist
B) Communications officer
C) Station chief
D) Glaciologist

Answer with a single letter only.",C
1,26,"What was Ama Osei's age?

A) 39
B) 48
C) 52
D) 31

Answer with a single letter only.",C
1,27,"Where was Ama Osei at the material time?

A) Her office
B) The comms room
C) The generator room
D) Asleep in his berth

Answer with a single letter only.",A
2,1,"At what time was the body of Rajan Menon found?

A) 05:20
B) 01:00
C) 21:30
D) 07:10

Answer with a single letter only.",D
2,2,"Where was the body of Rajan Menon found?

A) The forward cabin
B) The aft deck
C) The galley cabin
D) The water beside the houseboat Kaveri

Answer with a single letter only.",D
2,3,"What was Rajan Menon's age?

A) 61
B) 57
C) 46
D) 28

Answer with a single letter only.",B
2,4,"What was Rajan Menon's occupation?

A) German buyer
B) Boat captain
C) Cook
D) Spice exporter

Answer with a single letter only.",D
2,5,"At what time did the following occur: the houseboat moored for the night?

A) 06:15
B) 08:40
C) 21:30
D) 01:00

Answer with a single letter only.",C
2,6,"At what time did the following occur: Menon took what he believed was his insulin?

A) 07:10
B) 01:00
C) 21:30
D) 06:15

Answer with a single letter only.",B
2,7,"At what time did the following occur: Menon and Meier were both on the aft deck?

A) 05:00
B) 05:20
C) 08:40
D) 07:10

Answer with a single letter only.",A
2,8,"At what time did the following occur: the engine was stopped?

A) 05:00
B) 08:40
C) 05:20
D) 01:00

Answer with a single letter only.",C
2,9,"At what time did the following occur: Menon was found to be missing?

A) 06:15
B) 01:00
C) 07:10
D) 08:40

Answer with a single letter only.",A
2,10,"At what time did the following occur: the body was recovered from the water?

A) 05:00
B) 08:40
C) 07:10
D) 05:20

Answer with a single letter only.",C
2,11,"At what time did the following occur: the police launch arrived?

A) 21:30
B) 08:40
C) 07:10
D) 05:20

Answer with a single letter only.",B
2,12,"According to the timeline, what happened at 01:00?

A) The houseboat moored for the night
B) Menon and Meier were both on the aft deck
C) Menon took what he believed was his insulin
D) Menon was found to be missing

Answer with a single letter only.",C
2,13,"According to the timeline, what happened at 05:00?

A) Menon and Meier were both on the aft deck
B) Menon was found to be missing
C) Menon took what he believed was his insulin
D) The body was recovered from the water

Answer with a single letter only.",A
2,14,"According to the timeline, what happened at 06:15?

A) The engine was stopped
B) The police launch arrived
C) The body was recovered from the water
D) Menon was found to be missing

Answer with a single letter only.",D
2,15,"According to the timeline, what happened at 05:20?

A) Menon took what he believed was his insulin
B) The body was recovered from the water
C) The engine was stopped
D) Menon and Meier were both on the aft deck

Answer with a single letter only.",C
2,16,"What was Divya Menon's role in the case?

A) His niece and named heir
B) Cook
C) German buyer
D) Boat captain

Answer with a single letter only.",A
2,17,"What was Divya Menon's age?

A) 39
B) 28
C) 61
D) 57

Answer with a single letter only.",B
2,18,"Where was Divya Menon at the material time?

A) The aft deck
B) The wheelhouse
C) The water beside the houseboat Kaveri
D) The galley cabin

Answer with a single letter only.",D
2,19,"What was Sunil's role in the case?

A) Cook
B) Boat captain
C) German buyer
D) Spice exporter

Answer with a single letter only.",B
2,20,"What was Sunil's age?

A) 61
B) 46
C) 57
D) 28

Answer with a single letter only.",B
2,21,"Where was Sunil at the material time?

A) The wheelhouse
B) The water beside the houseboat Kaveri
C) The galley cabin
D) The forward cabin

Answer with a single letter only.",A
2,22,"What was Klaus Meier's role in the case?

A) His niece and named heir
B) Spice exporter
C) German buyer
D) Cook

Answer with a single letter only.",C
2,23,"What was Klaus Meier's age?

A) 57
B) 28
C) 61
D) 46

Answer with a single letter only.",C
2,24,"Where was Klaus Meier at the material time?

A) The forward cabin
B) The aft deck
C) The galley cabin
D) The water beside the houseboat Kaveri

Answer with a single letter only.",B
2,25,"What was Ammu's role in the case?

A) German buyer
B) Boat captain
C) His niece and named heir
D) Cook

Answer with a single letter only.",D
2,26,"What was Ammu's age?

A) 39
B) 46
C) 61
D) 57

Answer with a single letter only.",A
2,27,"Where was Ammu at the material time?

A) The forward cabin
B) The wheelhouse
C) The galley cabin
D) The water beside the houseboat Kaveri

Answer with a single letter only.",A
3,1,"At what time was the body of Hakon Palsson found?

A) 21:45
B) 20:00
C) 20:30
D) 21:30

Answer with a single letter only.",A
3,2,"Where was the body of Hakon Palsson found?

A) The mess
B) The fish hold
C) The bridge
D) Her cabin

Answer with a single letter only.",B
3,3,"What was Hakon Palsson's age?

A) 52
B) 26
C) 34
D) 55

Answer with a single letter only.",A
3,4,"What was Hakon Palsson's occupation?

A) Skipper
B) Deckhand
C) First mate
D) Fisheries authority observer

Answer with a single letter only.",C
3,5,"At what time did the following occur: a storm warning was received on the bridge?

A) 21:45
B) 19:00
C) 20:30
D) 21:30

Answer with a single letter only.",B
3,6,"At what time did the following occur: the hold lights were disconnected for rewiring?

A) 20:30
B) 19:00
C) 21:30
D) 20:00

Answer with a single letter only.",D
3,7,"At what time did the following occur: the crew were told the weather would hold?

A) 21:30
B) 21:15
C) 21:45
D) 20:30

Answer with a single letter only.",D
3,8,"At what time did the following occur: the lashing strap on the pallet was cut?

A) 20:00
B) 21:15
C) 21:30
D) 19:00

Answer with a single letter only.",B
3,9,"At what time did the following occur: the skipper was alone on the bridge?

A) 19:00
B) 23:20
C) 21:30
D) 21:45

Answer with a single letter only.",C
3,10,"At what time did the following occur: the body was found in the hold?

A) 21:45
B) 21:15
C) 21:30
D) 23:20

Answer with a single letter only.",A
3,11,"At what time did the following occur: the vessel turned for port?

A) 21:45
B) 21:30
C) 23:20
D) 21:15

Answer with a single letter only.",C
3,12,"According to the timeline, what happened at 20:30?

A) The crew were told the weather would hold
B) A storm warning was received on the bridge
C) The body was found in the hold
D) The hold lights were disconnected for rewiring

Answer with a single letter only.",A
3,13,"According to the timeline, what happened at 21:15?

A) The skipper was alone on the bridge
B) The hold lights were disconnected for rewiring
C) The lashing strap on the pallet was cut
D) The crew were told the weather would hold

Answer with a single letter only.",C
3,14,"According to the timeline, what happened at 21:45?

A) The lashing strap on the pallet was cut
B) The vessel turned for port
C) A storm warning was received on the bridge
D) The body was found in the hold

Answer with a single letter only.",D
3,15,"According to the timeline, what happened at 21:30?

A) The lashing strap on the pallet was cut
B) The crew were told the weather would hold
C) A storm warning was received on the bridge
D) The skipper was alone on the bridge

Answer with a single letter only.",D
3,16,"What was Elin Grimsdottir's role in the case?

A) First mate
B) Engineer
C) Skipper
D) Deckhand

Answer with a single letter only.",C
3,17,"What was Elin Grimsdottir's age?

A) 48
B) 34
C) 52
D) 26

Answer with a single letter only.",A
3,18,"Where was Elin Grimsdottir at the material time?

A) The mess
B) Her cabin
C) The bridge
D) The fish hold

Answer with a single letter only.",C
3,19,"What was Tomas Kowalski's role in the case?

A) Engineer
B) Deckhand
C) Skipper
D) First mate

Answer with a single letter only.",B
3,20,"What was Tomas Kowalski's age?

A) 52
B) 55
C) 34
D) 26

Answer with a single letter only.",D
3,21,"Where was Tomas Kowalski at the material time?

A) The bridge
B) The engine room
C) The fish hold
D) The mess

Answer with a single letter only.",D
3,22,"What was Bjorn Asgeirsson's role in the case?

A) Skipper
B) First mate
C) Engineer
D) Fisheries authority observer

Answer with a single letter only.",C
3,23,"What was Bjorn Asgeirsson's age?

A) 55
B) 52
C) 48
D) 26

Answer with a single letter only.",A
3,24,"Where was Bjorn Asgeirsson at the material time?

A) The fish hold
B) The engine room
C) The mess
D) Her cabin

Answer with a single letter only.",B
3,25,"What was Marta Reyes's role in the case?

A) Skipper
B) Fisheries authority observer
C) Engineer
D) Deckhand

Answer with a single letter only.",B
3,26,"What was Marta Reyes's age?

A) 34
B) 55
C) 26
D) 52

Answer with a single letter only.",A
3,27,"Where was Marta Reyes at the material time?

A) The fish hold
B) Her cabin
C) The engine room
D) The mess

Answer with a single letter only.",B
4,1,"At what time was the body of Toshiro Kanda found?

A) 21:00
B) 23:55
C) 22:00
D) 23:10

Answer with a single letter only.",D
4,2,"Where was the body of Toshiro Kanda found?

A) The workshop annexe
B) The guest wing
C) The tea room
D) The front desk

Answer with a single letter only.",C
4,3,"What was Toshiro Kanda's age?

A) 66
B) 35
C) 24
D) 58

Answer with a single letter only.",A
4,4,"What was Toshiro Kanda's occupation?

A) Kanda's assistant
B) Ceramics dealer
C) Rival dealer
D) Apprentice potter

Answer with a single letter only.",B
4,5,"At what time did the following occur: the garden gate was left unlatched?

A) 23:55
B) 23:10
C) 20:00
D) 22:00

Answer with a single letter only.",C
4,6,"At what time did the following occur: the evening meal was cleared away?

A) 21:00
B) 22:00
C) 22:50
D) 22:30

Answer with a single letter only.",A
4,7,"At what time did the following occur: a courier delivered a package to the ryokan?

A) 22:00
B) 23:10
C) 21:00
D) 20:00

Answer with a single letter only.",A
4,8,"At what time did the following occur: the tea was prepared?

A) 20:00
B) 22:30
C) 21:00
D) 23:10

Answer with a single letter only.",B
4,9,"At what time did the following occur: Kanda took the tea alone in the tea room?

A) 22:30
B) 22:50
C) 23:55
D) 20:00

Answer with a single letter only.",B
4,10,"At what time did the following occur: the body was discovered?

A) 20:00
B) 22:30
C) 23:10
D) 22:50

Answer with a single letter only.",C
4,11,"At what time did the following occur: the Kyoto police were called?

A) 22:30
B) 21:00
C) 20:00
D) 23:55

Answer with a single letter only.",D
4,12,"According to the timeline, what happened at 23:55?

A) The garden gate was left unlatched
B) The Kyoto police were called
C) A courier delivered a package to the ryokan
D) Kanda took the tea alone in the tea room

Answer with a single letter only.",B
4,13,"According to the timeline, what happened at 22:50?

A) The tea was prepared
B) The body was discovered
C) The garden gate was left unlatched
D) Kanda took the tea alone in the tea room

Answer with a single letter only.",D
4,14,"According to the timeline, what happened at 22:30?

A) Kanda took the tea alone in the tea room
B) The Kyoto police were called
C) A courier delivered a package to the ryokan
D) The tea was prepared

Answer with a single letter only.",D
4,15,"According to the timeline, what happened at 23:10?

A) The evening meal was cleared away
B) A courier delivered a package to the ryokan
C) The body was discovered
D) Kanda took the tea alone in the tea room

Answer with a single letter only.",C
4,16,"What was Yui Nakamura's role in the case?

A) Apprentice potter
B) Rival dealer
C) Innkeeper
D) Ceramics dealer

Answer with a single letter only.",A
4,17,"What was Yui Nakamura's age?

A) 58
B) 61
C) 24
D) 66

Answer with a single letter only.",C
4,18,"Where was Yui Nakamura at the material time?

A) The workshop annexe
B) The front desk
C) The guest wing
D) The tea room

Answer with a single letter only.",A
4,19,"What was Gerald Fox's role in the case?

A) Ceramics dealer
B) Innkeeper
C) Apprentice potter
D) Rival dealer

Answer with a single letter only.",D
4,20,"What was Gerald Fox's age?

A) 35
B) 66
C) 58
D) 61

Answer with a single letter only.",C
4,21,"Where was Gerald Fox at the material time?

A) The guest wing
B) The courtyard
C) The front desk
D) The workshop annexe

Answer with a single letter only.",A
4,22,"What was Mrs. Ota's role in the case?

A) Rival dealer
B) Ceramics dealer
C) Apprentice potter
D) Innkeeper

Answer with a single letter only.",D
4,23,"What was Mrs. Ota's age?

A) 66
B) 61
C) 24
D) 58

Answer with a single letter only.",B
4,24,"Where was Mrs. Ota at the material time?

A) The guest wing
B) The front desk
C) The workshop annexe
D) The courtyard

Answer with a single letter only.",B
4,25,"What was Hiroshi Sano's role in the case?

A) Apprentice potter
B) Kanda's assistant
C) Rival dealer
D) Ceramics dealer

Answer with a single letter only.",B
4,26,"What was Hiroshi Sano's age?

A) 24
B) 66
C) 35
D) 58

Answer with a single letter only.",C
4,27,"Where was Hiroshi Sano at the material time?

A) The courtyard
B) The tea room
C) The guest wing
D) The workshop annexe

Answer with a single letter only.",A
5,1,"At what time was the body of Camila Rojas found?

A) 05:50
B) 06:40
C) 05:05
D) 05:07

Answer with a single letter only.",A
5,2,"Where was the body of Camila Rojas found?

A) The infirmary
B) The equipment store
C) The core shed
D) Shaft 3

Answer with a single letter only.",D
5,3,"What was Camila Rojas's age?

A) 50
B) 29
C) 41
D) 37

Answer with a single letter only.",C
5,4,"What was Camila Rojas's occupation?

A) Camp medic
B) Safety officer
C) Shift foreman
D) Survey engineer

Answer with a single letter only.",D
5,5,"At what time did the following occur: the medic began her shift in the infirmary?

A) 05:50
B) 04:00
C) 06:40
D) 05:00

Answer with a single letter only.",B
5,6,"At what time did the following occur: Rojas was sent underground alone?

A) 05:05
B) 05:07
C) 04:40
D) 04:00

Answer with a single letter only.",C
5,7,"At what time did the following occur: the air feed was switched to the inert purge line?

A) 05:00
B) 04:40
C) 05:05
D) 04:00

Answer with a single letter only.",A
5,8,"At what time did the following occur: the gas alarm sounded?

A) 05:07
B) 04:00
C) 05:50
D) 05:05

Answer with a single letter only.",D
5,9,"At what time did the following occur: the alarm was silenced at the surface panel?

A) 05:07
B) 04:40
C) 05:50
D) 04:00

Answer with a single letter only.",A
5,10,"At what time did the following occur: the body was recovered from Shaft 3?

A) 05:50
B) 05:07
C) 04:40
D) 06:40

Answer with a single letter only.",A
5,11,"At what time did the following occur: the mine was formally evacuated?

A) 05:05
B) 06:40
C) 04:40
D) 05:07

Answer with a single letter only.",B
5,12,"According to the timeline, what happened at 04:00?

A) The body was recovered from Shaft 3
B) The air feed was switched to the inert purge line
C) The medic began her shift in the infirmary
D) The alarm was silenced at the surface panel

Answer with a single letter only.",C
5,13,"According to the timeline, what happened at 05:05?

A) The body was recovered from Shaft 3
B) Rojas was sent underground alone
C) The air feed was switched to the inert purge line
D) The gas alarm sounded

Answer with a single letter only.",D
5,14,"According to the timeline, what happened at 04:40?

A) The alarm was silenced at the surface panel
B) The medic began her shift in the infirmary
C) Rojas was sent underground alone
D) The mine was formally evacuated

Answer with a single letter only.",C
5,15,"According to the timeline, what happened at 05:50?

A) The body was recovered from Shaft 3
B) The medic began her shift in the infirmary
C) Rojas was sent underground alone
D) The air feed was switched to the inert purge line

Answer with a single letter only.",A
5,16,"What was Diego Salas's role in the case?

A) Geologist
B) Shift foreman
C) Camp medic
D) Survey engineer

Answer with a single letter only.",B
5,17,"What was Diego Salas's age?

A) 37
B) 41
C) 50
D) 29

Answer with a single letter only.",C
5,18,"Where was Diego Salas at the material time?

A) The surface panel
B) The infirmary
C) The core shed
D) The equipment store

Answer with a single letter only.",A
5,19,"What was Nadia Petrova's role in the case?

A) Survey engineer
B) Safety officer
C) Camp medic
D) Geologist

Answer with a single letter only.",B
5,20,"What was Nadia Petrova's age?

A) 58
B) 29
C) 41
D) 37

Answer with a single letter only.",D
5,21,"Where was Nadia Petrova at the material time?

A) The surface panel
B) The equipment store
C) The infirmary
D) The core shed

Answer with a single letter only.",B
5,22,"What was Owen Blake's role in the case?

A) Survey engineer
B) Camp medic
C) Shift foreman
D) Geologist

Answer with a single letter only.",D
5,23,"What was Owen Blake's age?

A) 29
B) 58
C) 50
D) 41

Answer with a single letter only.",A
5,24,"Where was Owen Blake at the material time?

A) Shaft 3
B) The core shed
C) The surface panel
D) The infirmary

Answer with a single letter only.",B
5,25,"What was Rosa Iquique's role in the case?

A) Shift foreman
B) Geologist
C) Camp medic
D) Survey engineer

Answer with a single letter only.",C
5,26,"What was Rosa Iquique's age?

A) 29
B) 58
C) 41
D) 37

Answer with a single letter only.",B
5,27,"Where was Rosa Iquique at the material time?

A) The equipment store
B) Shaft 3
C) The infirmary
D) The core shed

Answer with a single letter only.",C
6,1,"At what time was the body of Anneke Vos found?

A) 11:00
B) 00:20
C) 09:00
D) 08:30

Answer with a single letter only.",D
6,2,"Where was the body of Anneke Vos found?

A) The conference office
B) Room 812
C) The front desk
D) Her own room

Answer with a single letter only.",B
6,3,"What was Anneke Vos's age?

A) 30
B) 34
C) 40
D) 47

Answer with a single letter only.",B
6,4,"What was Anneke Vos's occupation?

A) Fellow researcher
B) Venture investor
C) Security researcher
D) Hotel night manager

Answer with a single letter only.",C
6,5,"At what time did the following occur: Vos left the speakers' reception?

A) 09:30
B) 22:15
C) 23:40
D) 11:00

Answer with a single letter only.",B
6,6,"At what time did the following occur: room service delivered tea to room 812?

A) 08:30
B) 09:30
C) 22:15
D) 23:40

Answer with a single letter only.",D
6,7,"At what time did the following occur: the eighth-floor corridor fell quiet?

A) 00:20
B) 22:15
C) 23:40
D) 11:00

Answer with a single letter only.",A
6,8,"At what time did the following occur: the body was found by housekeeping?

A) 08:30
B) 11:00
C) 23:40
D) 00:20

Answer with a single letter only.",A
6,9,"At what time did the following occur: the disclosure published automatically?

A) 09:00
B) 08:30
C) 23:40
D) 00:20

Answer with a single letter only.",A
6,10,"At what time did the following occur: the conference was suspended?

A) 00:20
B) 23:40
C) 11:00
D) 09:30

Answer with a single letter only.",D
6,11,"At what time did the following occur: Berlin police sealed the eighth floor?

A) 22:15
B) 11:00
C) 08:30
D) 09:00

Answer with a single letter only.",B
6,12,"According to the timeline, what happened at 00:20?

A) Room service delivered tea to room 812
B) Berlin police sealed the eighth floor
C) The eighth-floor corridor fell quiet
D) Vos left the speakers' reception

Answer with a single letter only.",C
6,13,"According to the timeline, what happened at 09:00?

A) The body was found by housekeeping
B) Room service delivered tea to room 812
C) The disclosure published automatically
D) The eighth-floor corridor fell quiet

Answer with a single letter only.",C
6,14,"According to the timeline, what happened at 08:30?

A) The body was found by housekeeping
B) The eighth-floor corridor fell quiet
C) Vos left the speakers' reception
D) Room service delivered tea to room 812

Answer with a single letter only.",A
6,15,"According to the timeline, what happened at 09:30?

A) The conference was suspended
B) The eighth-floor corridor fell quiet
C) The body was found by housekeeping
D) Vos left the speakers' reception

Answer with a single letter only.",A
6,16,"What was Lars Brandt's role in the case?

A) Fellow researcher
B) Hotel night manager
C) Venture investor
D) Conference organiser

Answer with a single letter only.",D
6,17,"What was Lars Brandt's age?

A) 30
B) 47
C) 40
D) 52

Answer with a single letter only.",B
6,18,"Where was Lars Brandt at the material time?

A) Her own room
B) Room 812
C) The front desk
D) The conference office

Answer with a single letter only.",D
6,19,"What was Idris Kone's role in the case?

A) Security researcher
B) Venture investor
C) Fellow researcher
D) Hotel night manager

Answer with a single letter only.",C
6,20,"What was Idris Kone's age?

A) 52
B) 40
C) 34
D) 30

Answer with a single letter only.",D
6,21,"Where was Idris Kone at the material time?

A) The hotel bar
B) The front desk
C) The conference office
D) Room 812

Answer with a single letter only.",A
6,22,"What was Tanya Sorokin's role in the case?

A) Hotel night manager
B) Fellow researcher
C) Venture investor
D) Conference organiser

Answer with a single letter only.",C
6,23,"What was Tanya Sorokin's age?

A) 40
B) 30
C) 52
D) 47

Answer with a single letter only.",C
6,24,"Where was Tanya Sorokin at the material time?

A) The front desk
B) The conference office
C) Her own room
D) Room 812

Answer with a single letter only.",C
6,25,"What was Piotr Nowak's role in the case?

A) Hotel night manager
B) Fellow researcher
C) Conference organiser
D) Security researcher

Answer with a single letter only.",A
6,26,"What was Piotr Nowak's age?

A) 47
B) 40
C) 34
D) 52

Answer with a single letter only.",B
6,27,"Where was Piotr Nowak at the material time?

A) Room 812
B) The front desk
C) The conference office
D) The hotel bar

Answer with a single letter only.",B
7,1,"At what time was the body of Hamid Belkacem found?

A) 22:00
B) 09:00
C) 07:20
D) 06:00

Answer with a single letter only.",D
7,2,"Where was the body of Hamid Belkacem found?

A) The courtyard
B) His room on the first floor
C) The guest room
D) The road to Fes

Answer with a single letter only.",A
7,3,"What was Hamid Belkacem's age?

A) 44
B) 59
C) 56
D) 31

Answer with a single letter only.",B
7,4,"What was Hamid Belkacem's occupation?

A) Caretaker
B) French buyer
C) His nephew
D) Rug merchant

Answer with a single letter only.",D
7,5,"At what time did the following occur: the household retired for the night?

A) 09:00
B) 22:00
C) 05:15
D) 03:30

Answer with a single letter only.",B
7,6,"At what time did the following occur: the lintel was prised loose?

A) 03:30
B) 07:20
C) 05:15
D) 22:00

Answer with a single letter only.",A
7,7,"At what time did the following occur: the dawn call to prayer sounded?

A) 05:30
B) 22:00
C) 05:15
D) 07:20

Answer with a single letter only.",C
7,8,"At what time did the following occur: the caretaker began work in the kitchen?

A) 05:30
B) 06:00
C) 03:30
D) 09:00

Answer with a single letter only.",A
7,9,"At what time did the following occur: the body was found in the courtyard?

A) 22:00
B) 06:00
C) 03:30
D) 09:00

Answer with a single letter only.",B
7,10,"At what time did the following occur: the gendarmerie arrived?

A) 05:15
B) 05:30
C) 09:00
D) 07:20

Answer with a single letter only.",D
7,11,"At what time did the following occur: the riad was sealed?

A) 05:30
B) 09:00
C) 07:20
D) 22:00

Answer with a single letter only.",B
7,12,"According to the timeline, what happened at 03:30?

A) The household retired for the night
B) The gendarmerie arrived
C) The lintel was prised loose
D) The body was found in the courtyard

Answer with a single letter only.",C
7,13,"According to the timeline, what happened at 07:20?

A) The household retired for the night
B) The body was found in the courtyard
C) The caretaker began work in the kitchen
D) The gendarmerie arrived

Answer with a single letter only.",D
7,14,"According to the timeline, what happened at 06:00?

A) The body was found in the courtyard
B) The gendarmerie arrived
C) The caretaker began work in the kitchen
D) The lintel was prised loose

Answer with a single letter only.",A
7,15,"According to the timeline, what happened at 05:15?

A) The lintel was prised loose
B) The caretaker began work in the kitchen
C) The dawn call to prayer sounded
D) The riad was sealed

Answer with a single letter only.",C
7,16,"What was Karim Belkacem's role in the case?

A) His nephew
B) Caretaker
C) French buyer
D) Rival merchant

Answer with a single letter only.",A
7,17,"What was Karim Belkacem's age?

A) 48
B) 56
C) 59
D) 31

Answer with a single letter only.",D
7,18,"Where was Karim Belkacem at the material time?

A) The road to Fes
B) His room on the first floor
C) The courtyard
D) The kitchen

Answer with a single letter only.",B
7,19,"What was Celine Marchand's role in the case?

A) French buyer
B) Caretaker
C) Rug merchant
D) Rival merchant

Answer with a single letter only.",A
7,20,"What was Celine Marchand's age?

A) 48
B) 56
C) 44
D) 31

Answer with a single letter only.",C
7,21,"Where was Celine Marchand at the material time?

A) The courtyard
B) The guest room
C) The kitchen
D) His room on the first floor

Answer with a single letter only.",B
7,22,"What was Fatima's role in the case?

A) His nephew
B) Rug merchant
C) Caretaker
D) French buyer

Answer with a single letter only.",C
7,23,"What was Fatima's age?

A) 44
B) 56
C) 31
D) 48

Answer with a single letter only.",B
7,24,"Where was Fatima at the material time?

A) The guest room
B) The road to Fes
C) The kitchen
D) His room on the first floor

Answer with a single letter only.",C
7,25,"What was Youssef's role in the case?

A) His nephew
B) Caretaker
C) Rival merchant
D) French buyer

Answer with a single letter only.",C
7,26,"What was Youssef's age?

A) 59
B) 31
C) 44
D) 48

Answer with a single letter only.",D
7,27,"Where was Youssef at the material time?

A) The road to Fes
B) The kitchen
C) The guest room
D) The courtyard

Answer with a single letter only.",A
8,1,"At what time was the body of Osvaldo Rivas found?

A) 23:00
B) 22:00
C) 01:10
D) 20:45

Answer with a single letter only.",A
8,2,"Where was the body of Osvaldo Rivas found?

A) The workshop
B) A milonga on Defensa
C) Her flat across the street
D) His flat upstairs

Answer with a single letter only.",A
8,3,"What was Osvaldo Rivas's age?

A) 49
B) 63
C) 58
D) 71

Answer with a single letter only.",D
8,4,"What was Osvaldo Rivas's occupation?

A) German collector
B) His apprentice
C) Bandoneon maker
D) The landlord

Answer with a single letter only.",C
8,5,"At what time did the following occur: the evening lacquering began?

A) 22:30
B) 20:45
C) 18:00
D) 23:40

Answer with a single letter only.",C
8,6,"At what time did the following occur: the extractor fuse was removed?

A) 22:00
B) 23:00
C) 20:45
D) 22:30

Answer with a single letter only.",C
8,7,"At what time did the following occur: the last person other than Rivas was in the building?

A) 22:00
B) 23:40
C) 01:10
D) 20:45

Answer with a single letter only.",A
8,8,"At what time did the following occur: the workshop lights were still on?

A) 22:30
B) 22:00
C) 01:10
D) 18:00

Answer with a single letter only.",A
8,9,"At what time did the following occur: the body was found?

A) 22:00
B) 23:00
C) 22:30
D) 01:10

Answer with a single letter only.",B
8,10,"At what time did the following occur: the ambulance was stood down?

A) 23:40
B) 01:10
C) 22:00
D) 18:00

Answer with a single letter only.",A
8,11,"At what time did the following occur: the workshop was sealed?

A) 23:00
B) 22:00
C) 23:40
D) 01:10

Answer with a single letter only.",D
8,12,"According to the timeline, what happened at 23:00?

A) The body was found
B) The ambulance was stood down
C) The evening lacquering began
D) The extractor fuse was removed

Answer with a single letter only.",A
8,13,"According to the timeline, what happened at 18:00?

A) The last person other than Rivas was in the building
B) The evening lacquering began
C) The body was found
D) The extractor fuse was removed

Answer with a single letter only.",B
8,14,"According to the timeline, what happened at 20:45?

A) The last person other than Rivas was in the building
B) The extractor fuse was removed
C) The ambulance was stood down
D) The workshop lights were still on

Answer with a single letter only.",B
8,15,"According to the timeline, what happened at 22:00?

A) The body was found
B) The evening lacquering began
C) The workshop was sealed
D) The last person other than Rivas was in the building

Answer with a single letter only.",D
